fid,koda_obm,nv_status,ime_obm,nv_kratka_oznaka,nv_zvrsti,nv_pomen,nv_rezim_vstop,nv_koord_e,nv_koord_n,geometry
ZOS_NV_PNT_JAME.12792,47000,,Ponor polne lune,"Brezno občasni ponor, Poševno ali stopnjasto brezno",geomorfp,državni,3,396845,104411,POINT (396845 104411)
ZOS_NV_PNT_JAME.12803,47011,,Jama brez imena,Poševno ali stopnjasto brezno,geomorfp,državni,3,486574,64373,POINT (486574 64373)
ZOS_NV_PNT_JAME.12703,46911,,Kljukasta jama,"Spodmol, kevdrc",geomorfp,državni,3,436804,124637,POINT (436804.2126 124637.3597)
ZOS_NV_PNT_JAME.11844,46052,,J4,"Poševno ali stopnjasto brezno, Jamski sistem",geomorfp,državni,3,386500,138082,POINT (386500.4629 138081.560000001)
ZOS_NV_PNT_JAME.6815,41023,,Jama pod Gavgami,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,418708,58201,POINT (418707.6778 58201.4644000009)
ZOS_NV_PNT_JAME.6948,41156,,Jačka 1,Jama občasni ponor,geomorfp,državni,3,440431,86517,POINT (440431 86517)
ZOS_NV_PNT_JAME.17440,51648,,Jama 1 nad Srnico,Vodoravna jama,geomorfp,državni,3,384556,133643,POINT (384556.4687 133643.4913)
ZOS_NV_PNT_JAME.16077,50285,,Brezno na parceli 2550/1,Brezno,geomorfp,državni,3,507365,50442,POINT (507365.2756 50442.3144000005)
ZOS_NV_PNT_JAME.7058,41266,,Rian,Brezno z občasnim tokom,geomorfp,državni,3,519166,45178,POINT (519166.3608 45178.0791999996)
ZOS_NV_PNT_JAME.6490,40698,,Majaronovo brezno 1,Brezno,geomorfp,državni,3,448569,83346,POINT (448568.5658 83346.4877000004)
ZOS_NV_PNT_JAME.18685,52893,,Jama na pragu,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,384032,135874,POINT (384032 135874)
ZOS_NV_PNT_JAME.18787,52995,,Parga 1,Brezno,geomorfp,državni,3,490406,51169,POINT (490406 51169)
ZOS_NV_PNT_JAME.20101,54309,,Kotlič pod Sušjakom,"Spodmol, kevdrc",geomorfp,državni,3,445134,61854,POINT (445134 61854)
ZOS_NV_PNT_JAME.17246,51454,,Ojstrska jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,490184,132866,POINT (490184.1454 132866.0594)
ZOS_NV_PNT_JAME.18579,52787,,Očalno brezno pri Fridrihštajnu,Brezno,geomorfp,državni,3,488302,52057,POINT (488302 52057)
ZOS_NV_PNT_JAME.7500,41708,,Anžinova gomešica,Brezno,geomorfp,državni,3,462772,111240,POINT (462772 111240)
ZOS_NV_PNT_JAME.18814,53022,,Udor nad Ledeno jamo,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,487305,52625,POINT (487305 52625)
ZOS_NV_PNT_JAME.19907,54115,,LJ 44 (Kanin),Brezno,geomorfp,državni,3,382114,134812,POINT (382114 134812)
ZOS_NV_PNT_JAME.17374,51582,,Brezno na Preži,Brezno,geomorfp,državni,3,494077,62185,POINT (494077 62185)
ZOS_NV_PNT_JAME.7604,41812,,Lebica,Jama s stalnim tokom,geomorfp,državni,3,514936,56862,POINT (514936 56862)
ZOS_NV_PNT_JAME.8745,42953,,Duplarica na Sebetihu,Poševno ali stopnjasto brezno,geomorfp,državni,3,512728,32385,POINT (512728.2262 32384.9718999993)
ZOS_NV_PNT_JAME.18944,53152,,Frklajdunga,Jama s snegom,geomorfp,državni,3,413768,123099,POINT (413768 123099)
ZOS_NV_PNT_JAME.17711,51919,,L 200 (Kanin),Brezno,geomorfp,državni,3,381071,133894,POINT (381071.4061 133893.545)
ZOS_NV_PNT_JAME.9965,44173,,Krištanov brezen,Brezno,geomorfp,državni,3,446529,124137,POINT (446529.4275 124137.1369)
ZOS_NV_PNT_JAME.14025,48233,,Ba 1 (Barka),Brezno,geomorfp,državni,3,426128,57056,POINT (426127.7366 57056.3428000007)
ZOS_NV_PNT_JAME.19043,53251,,Brezno nad Gotenico,Brezno,geomorfp,državni,3,478688,53571,POINT (478688 53571)
ZOS_NV_PNT_JAME.15281,49489,,Brezno pri lovski preži,Brezno,geomorfp,državni,3,407405,67692,POINT (407404.5903 67691.7568999995)
ZOS_NV_PNT_JAME.12721,46929,,Mlaka 2,Brezno,geomorfp,državni,3,392358,96937,POINT (392357.9543 96937.4535000008)
ZOS_NV_PNT_JAME.15390,49598,,Petrovka,Poševno ali stopnjasto brezno,geomorfp,državni,3,511886,52483,POINT (511886 52483)
ZOS_NV_PNT_JAME.14122,48330,,Jama pod Kljunovcem,"Spodmol, kevdrc",geomorfp,državni,3,449948,46186,POINT (449948.0395 46185.9175000004)
ZOS_NV_PNT_JAME.11421,45629,,Jama pri RTP,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,419218,61866,POINT (419217.7168 61866.4823000003)
ZOS_NV_PNT_JAME.16622,50830,,Primoževo brezno,Brezno,geomorfp,državni,3,430912,96831,POINT (430911.6143 96830.9129000008)
ZOS_NV_PNT_JAME.7913,42121,,Martinca,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,472537,83136,POINT (472537 83136)
ZOS_NV_PNT_JAME.19088,53296,,Jama na Kamnem vrhu 2,Brezno,geomorfp,državni,3,483984,74622,POINT (483984 74622)
ZOS_NV_PNT_JAME.16583,50791,,Debeli vrh 2,Poševno ali stopnjasto brezno,geomorfp,državni,3,509019,46205,POINT (509019.27 46205.2144000009)
ZOS_NV_PNT_JAME.12463,46671,,Brezno pod Bojanovim,Poševno ali stopnjasto brezno,geomorfp,državni,3,428308,76397,POINT (428308.0883 76396.5405999999)
ZOS_NV_PNT_JAME.9851,44059,,F 52 (Kanin),Brezno,geomorfp,državni,3,382638,134349,POINT (382638.4656 134348.512499999)
ZOS_NV_PNT_JAME.8804,43012,,I 40 (Kanin),Poševno ali stopnjasto brezno,geomorfp,državni,3,382283,133734,POINT (382283.4369 133733.517899999)
ZOS_NV_PNT_JAME.8936,43144,,Brezno za Vogenco,"Spodmol, kevdrc",geomorfp,državni,3,442998,81687,POINT (442998.4662 81686.5315000005)
ZOS_NV_PNT_JAME.15372,49580,,Sibirka 1,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,475963,54620,POINT (475963.1531 54619.7416999992)
ZOS_NV_PNT_JAME.16603,50811,,Go 8 (Golac),"Spodmol, kevdrc",geomorfp,državni,3,423098,43496,POINT (423097.5394 43496.3018999994)
ZOS_NV_PNT_JAME.11181,45389,,Lenina jama,Brezno,geomorfp,državni,3,402848,71212,POINT (402847.4994 71211.8986000009)
ZOS_NV_PNT_JAME.13911,48119,,Brezno 32 pod Debelim vrhom,Vodnjakasto brezno s snegom,geomorfp,državni,3,409269,134262,POINT (409268.7512 134262.0395)
ZOS_NV_PNT_JAME.8667,42875,,Zijalka na Petkovih njivah,Jama občasni izvir,geomorfp,državni,3,471452,134613,POINT (471452 134613)
ZOS_NV_PNT_JAME.17980,52188,,Mala gora 1,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,486638,64645,POINT (486638 64645)
ZOS_NV_PNT_JAME.12559,46767,,F8,Brezno,geomorfp,državni,3,465140,135267,POINT (465139.8899 135266.782099999)
ZOS_NV_PNT_JAME.16698,50906,,Jama barvitih kombinezonov,Poševno ali stopnjasto brezno,geomorfp,državni,3,415505,136629,POINT (415504.9448 136629.032199999)
ZOS_NV_PNT_JAME.15507,49715,,Brezno 2 nad Zjotom,Brezno,geomorfp,državni,3,504231,47027,POINT (504231 47027)
ZOS_NV_PNT_JAME.9968,44176,,Spodmol pod kurirsko stezo,"Spodmol, kevdrc",geomorfp,državni,3,454880,132807,POINT (454879.7977 132806.9158)
ZOS_NV_PNT_JAME.11367,45575,,Brezno v Stegovniku,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,455680,139637,POINT (455679.868 139637.0239)
ZOS_NV_PNT_JAME.14739,48947,,Lazi 2,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,486991,49104,POINT (486990.9283 49103.6273999996)
ZOS_NV_PNT_JAME.13336,47544,,Škalca,Brezno,geomorfp,državni,3,443025,74777,POINT (443025 74777)
ZOS_NV_PNT_JAME.14787,48995,,Brezno ledenih slapov,Brezno s stalnim ledom,geomorfp,državni,3,480053,140299,POINT (480053.2346 140298.5263)
ZOS_NV_PNT_JAME.12111,46319,,Mlado brezno 2,Brezno,geomorfp,državni,3,482516,67052,POINT (482516 67052)
ZOS_NV_PNT_JAME.12182,46390,,Džus,Vodoravna jama,geomorfp,državni,3,500730,141446,POINT (500730.4173 141445.9509)
ZOS_NV_PNT_JAME.13498,47706,,Jama pri Kambrcah 1,Brezno,geomorfp,državni,3,453054,50445,POINT (453054.1718 50444.9122000001)
ZOS_NV_PNT_JAME.20183,54391,,Zapuške jame,Vodoravna jama,geomorfp,državni,3,477381,69803,POINT (477381 69803)
ZOS_NV_PNT_JAME.20403,54611,,Brezno MOG-P08 (Možnica),Brezno,geomorfp,državni,3,386897,139653,POINT (386897 139653)
