fid,koda_obm,nv_status,ime_obm,nv_kratka_oznaka,nv_zvrsti,nv_pomen,nv_rezim_vstop,nv_koord_e,nv_koord_n,geometry
ZOS_NV_PNT_JAME.7431,41639,,Kuhinja,Jama občasni izvir ob občasnem toku,geomorfp,državni,3,412118,111137,POINT (412118.4941 111137.4715)
ZOS_NV_PNT_JAME.5826,40034,,Mikličeva jama,Vodoravna jama,geomorfp,državni,3,471658,86723,POINT (471657.72 86723.0208999999)
ZOS_NV_PNT_JAME.5845,40053,,Skedenca nad Rajnturnom,Vodoravna jama,geomorfp,državni,2,471882,80546,POINT (471882 80546)
ZOS_NV_PNT_JAME.5853,40061,,Jama v Kavčevem,Brezno,geomorfp,državni,3,485807,90430,POINT (485807 90430)
ZOS_NV_PNT_JAME.5857,40065,,Križna jama,Jama s stalnim tokom,geomorfp,državni,2,458550,67381,POINT (458550 67381)
ZOS_NV_PNT_JAME.5860,40068,,Brezno na Osredku,Brezno,geomorfp,državni,3,418936,86062,POINT (418936.0898 86061.8103)
ZOS_NV_PNT_JAME.5871,40079,,Mrzla jama pri Ložu,Jama občasni izvir,geomorfp,državni,2,459243,65819,POINT (459243 65819)
ZOS_NV_PNT_JAME.8109,42317,,Kevdrc na Vidrenci,"Jama z breznom in etažami, poševna jama",geomorfp,državni,2,449880,76814,POINT (449880 76814)
ZOS_NV_PNT_JAME.8116,42324,,Jama ob cesti,"Spodmol, kevdrc",geomorfp,državni,3,429462,88283,POINT (429462 88283)
ZOS_NV_PNT_JAME.8124,42332,,Strmski brezen,Brezno,geomorfp,državni,3,439158,80577,POINT (439158.3996 80576.5603999998)
ZOS_NV_PNT_JAME.8162,42370,,Lazarjeva jama,Brezno,geomorfp,državni,3,480406,82347,POINT (480406 82347)
ZOS_NV_PNT_JAME.5838,40046,,Ihanšica,Vodoravna jama,geomorfp,državni,2,472769,109166,POINT (472769 109166)
ZOS_NV_PNT_JAME.8372,42580,,Jama 1 pri Leskovšku nad Gorenjim,Brezno,geomorfp,državni,3,500790,134896,POINT (500790.2068 134895.718499999)
ZOS_NV_PNT_JAME.8377,42585,,Brezno nad Tiho dolino,Brezno s snegom,geomorfp,državni,3,404389,133238,POINT (404388.6634 133238.110400001)
ZOS_NV_PNT_JAME.7753,41961,,Brezno pri Plečetu,Brezno,geomorfp,državni,3,432392,65190,POINT (432392 65190)
ZOS_NV_PNT_JAME.7757,41965,,Brezno pri Lokvi,Brezno,geomorfp,državni,3,427428,86037,POINT (427428.2421 86036.7491999995)
ZOS_NV_PNT_JAME.7760,41968,,Brezno 3 nad Staro vasjo,Brezno,geomorfp,državni,3,438868,68779,POINT (438868 68779)
ZOS_NV_PNT_JAME.7764,41972,,Spodmol na Rakiški gmajni,"Spodmol, kevdrc",geomorfp,državni,3,438156,67701,POINT (438156 67701)
ZOS_NV_PNT_JAME.7776,41984,,Tomažinovo brezno v Velikih senožtih,Brezno,geomorfp,državni,3,431741,91039,POINT (431741 91039)
ZOS_NV_PNT_JAME.7781,41989,,Brezno pri Javorju,Brezno,geomorfp,državni,3,428528,84787,POINT (428528.2333 84786.7105)
ZOS_NV_PNT_JAME.7785,41993,,Brezno na Kočevarjevi poti,Brezno,geomorfp,državni,3,475482,60651,POINT (475482 60651)
ZOS_NV_PNT_JAME.7789,41997,,Jama vrh dolgega klanca,Vodoravna jama,geomorfp,državni,3,477885,57881,POINT (477885 57881)
ZOS_NV_PNT_JAME.7793,42001,,Brezno 1 pri Pajniču,Brezno,geomorfp,državni,3,481528,58036,POINT (481528.1433 58035.6937000006)
ZOS_NV_PNT_JAME.7797,42005,,Mokra jama,Brezno,geomorfp,državni,3,480478,56586,POINT (480478.1148 56585.6799999997)
ZOS_NV_PNT_JAME.7837,42045,,Brezno pod Vscanim vrhom,Brezno,geomorfp,državni,3,429448,84617,POINT (429448.2598 84616.7078000009)
ZOS_NV_PNT_JAME.7841,42049,,Spodmol pri Zlatici,"Spodmol, kevdrc",geomorfp,državni,3,408329,130258,POINT (408328.6627 130258.031400001)
ZOS_NV_PNT_JAME.7849,42057,,Grajska jama,Vodoravna jama,geomorfp,državni,3,486629,79486,POINT (486628.7528 79485.5225000009)
ZOS_NV_PNT_JAME.7853,42061,,Kevderc na Puštalu,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,444669,115867,POINT (444669.1877 115866.982999999)
ZOS_NV_PNT_JAME.7861,42069,,Zanajce,"Spodmol, kevdrc",geomorfp,državni,3,418578,103637,POINT (418578.3506 103637.2818)
ZOS_NV_PNT_JAME.7872,42080,,Brezno pod Malo pečjo,Brezno,geomorfp,državni,3,425729,86857,POINT (425729 86857)
ZOS_NV_PNT_JAME.7914,42122,,Gredelca,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,473979,82736,POINT (473978.6519 82735.9044000003)
ZOS_NV_PNT_JAME.7918,42126,,Brezno v Otoški dolini,Poševno ali stopnjasto brezno,geomorfp,državni,3,449255,63233,POINT (449255 63233)
ZOS_NV_PNT_JAME.7930,42138,,Jama pri Cesti,Brezno,geomorfp,državni,3,476429,80286,POINT (476428.6312 80285.7994999997)
ZOS_NV_PNT_JAME.7933,42141,,Pri jamicah 2,"Spodmol, kevdrc",geomorfp,državni,3,473199,76691,POINT (473198.5749 76690.8449000008)
ZOS_NV_PNT_JAME.7940,42148,,Martanova jama,Brezno,geomorfp,državni,3,443628,64486,POINT (443628.2615 64486.1460999995)
ZOS_NV_PNT_JAME.7944,42152,,Lenartova jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,512543,139273,POINT (512543 139273)
ZOS_NV_PNT_JAME.7948,42156,,Jama na Žalskem polju,Poševno ali stopnjasto brezno,geomorfp,državni,3,478076,88313,POINT (478076 88313)
ZOS_NV_PNT_JAME.7955,42163,,Petanska jama,Vodokazno brezno,geomorfp,državni,2,509119,69495,POINT (509118.6555 69495.1368000004)
ZOS_NV_PNT_JAME.7959,42167,,Jama v Drenovici,Brezno,geomorfp,državni,3,392233,75642,POINT (392233 75642)
ZOS_NV_PNT_JAME.7962,42170,,Mačkovec,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,437673,71946,POINT (437673.2729 71946.3927999996)
ZOS_NV_PNT_JAME.8495,42703,,Jančerejska jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,424308,45226,POINT (424307.5759 45226.2971999999)
ZOS_NV_PNT_JAME.8503,42711,,Jama na Hribi,Poševno ali stopnjasto brezno,geomorfp,državni,3,424828,47166,POINT (424827.6118 47166.3000000007)
ZOS_NV_PNT_JAME.8511,42719,,Bršljanka 1,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,423548,48716,POINT (423547.6132 48716.3255000003)
ZOS_NV_PNT_JAME.8514,42722,,Tončetova jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,421463,48351,POINT (421462.5777 48351.3477999996)
ZOS_NV_PNT_JAME.8518,42726,,Mali Čeber,Brezno,geomorfp,državni,3,424848,46091,POINT (424847.5965 46091.2949999999)
ZOS_NV_PNT_JAME.8522,42730,,Pokrita jama pri Markovščini,Brezno,geomorfp,državni,3,422168,46186,POINT (422167.5606 46186.3249999993)
ZOS_NV_PNT_JAME.8337,42545,,Brezno pri Tomažu,Poševno ali stopnjasto brezno,geomorfp,državni,3,506110,129256,POINT (506110.2735 129255.5404)
ZOS_NV_PNT_JAME.8345,42553,,Vdamčeva jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,488830,108736,POINT (488829.5814 108735.8585)
ZOS_NV_PNT_JAME.8349,42557,,Jama pri Lavrinovi ogradi,Vodoravna jama,geomorfp,državni,3,442865,80969,POINT (442865.4572 80968.5085000005)
ZOS_NV_PNT_JAME.8353,42561,,Globoko brezno,Brezno,geomorfp,državni,3,404379,133088,POINT (404378.6617 133088.109999999)
ZOS_NV_PNT_JAME.8365,42573,,Brezno nad gospodovim vrhom,Brezno,geomorfp,državni,3,427118,80532,POINT (427118 80532)
ZOS_NV_PNT_JAME.5962,40170,,Boštenuhova jama,Vodoravna jama,geomorfp,državni,3,511074,128797,POINT (511074 128797)
ZOS_NV_PNT_JAME.5965,40173,,Spodnja Skednevnica,Poševno ali stopnjasto brezno,geomorfp,državni,3,471989,79386,POINT (471988.6283 79385.9227000009)
ZOS_NV_PNT_JAME.5968,40176,,Brezno na Sešerju,Brezno,geomorfp,državni,3,459411,89662,POINT (459410.806 89662.3654999994)
ZOS_NV_PNT_JAME.5970,40178,,Čepnica,Poševno ali stopnjasto brezno,geomorfp,državni,3,496647,79637,POINT (496647 79637)
ZOS_NV_PNT_JAME.5971,40179,,Jama na Dobravi,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,497491,79418,POINT (497491 79418)
ZOS_NV_PNT_JAME.5972,40180,,Gornikova jama,Brezno,geomorfp,državni,3,497129,80835,POINT (497128.8879 80835.3184999991)
ZOS_NV_PNT_JAME.5973,40181,,Kramarjeva rupa,"Brezno, Brezno - estavela",geomorfp,državni,3,498254,81420,POINT (498253.9071 81420.3010000009)
ZOS_NV_PNT_JAME.5977,40185,,Mišnica,"Jama z breznom in etažami, poševna jama",geomorfp,državni,2,500297,78908,POINT (500297 78908)
ZOS_NV_PNT_JAME.5979,40187,,Kotarjeva prepadna,Vodokazno brezno,geomorfp,državni,2,513248,68313,POINT (513248 68313)
ZOS_NV_PNT_JAME.5981,40189,,Tschinkelova jama,Vodoravna jama,geomorfp,državni,3,478894,55330,POINT (478894 55330)
ZOS_NV_PNT_JAME.5982,40190,,Jaklovec,Jama stalni izvir,geomorfp,državni,3,452346,104674,POINT (452346 104674)
ZOS_NV_PNT_JAME.5985,40193,,Kališnica,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,440208,83592,POINT (440208 83592)
ZOS_NV_PNT_JAME.5986,40194,,Kališka jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,439893,83282,POINT (439893 83282)
ZOS_NV_PNT_JAME.8170,42378,,Mala jama v Borštu,Vodoravna jama,geomorfp,državni,3,429270,140588,POINT (429269.5788 140587.840500001)
ZOS_NV_PNT_JAME.8178,42386,,Jama Veternik,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,450589,103317,POINT (450589.0987 103316.7598)
ZOS_NV_PNT_JAME.8182,42390,,Jama v Laščah,"Spodmol, kevdrc",geomorfp,državni,3,477920,84454,POINT (477920 84454)
ZOS_NV_PNT_JAME.8186,42394,,Brezno na Ilovici,Brezno s stalnim ledom,geomorfp,državni,3,387449,121348,POINT (387449 121348)
ZOS_NV_PNT_JAME.8197,42405,,Jama v Blažkovih robeh,"Spodmol, kevdrc",geomorfp,državni,3,421228,94187,POINT (421228.3542 94187.0193000007)
ZOS_NV_PNT_JAME.8201,42409,,Trontljevo brezno,"Jama z breznom in etažami, poševna jama",geomorfp,državni,2,472103,85847,POINT (472103 85847)
ZOS_NV_PNT_JAME.8247,42455,,Špranja v Veliki dolini,"Spodmol, kevdrc",geomorfp,državni,3,438103,66206,POINT (438103.1809 66206.2632999998)
ZOS_NV_PNT_JAME.8255,42463,,Brezno za Gaugami,Brezno,geomorfp,državni,3,426428,76837,POINT (426428.0538 76836.5507999994)
ZOS_NV_PNT_JAME.8259,42467,,Slapensko brezno pri Malem Trškem ledeniku,Brezno,geomorfp,državni,3,426344,76453,POINT (426344 76453)
ZOS_NV_PNT_JAME.5793,40001,,Zlatica,Jama z občasnim tokom,geomorfp,državni,3,408419,130228,POINT (408418.6631 130228.029899999)
ZOS_NV_PNT_JAME.5794,40002,,Govic,Jama občasni izvir,geomorfp,državni,3,410664,128387,POINT (410664 128387)
ZOS_NV_PNT_JAME.5795,40003,,Kevderc na Lubniku,Vodoravna jama,geomorfp,državni,2,443132,114178,POINT (443132 114178)
ZOS_NV_PNT_JAME.5796,40004,,Lubniška jama,Vodoravna jama,geomorfp,državni,2,443126,114178,POINT (443126 114178)
ZOS_NV_PNT_JAME.5798,40006,,Marijino brezno,Jama s stalnim tokom,geomorfp,državni,2,445719,113895,POINT (445719 113895)
ZOS_NV_PNT_JAME.5800,40008,,Jama pri Zaviti kladi,Jama/brezno,geomorfp,državni,3,442893,88223,POINT (442893 88223)
ZOS_NV_PNT_JAME.5802,40010,,Košelevka,"Jama z breznom in etažami, poševna jama",geomorfp,državni,2,445607,86733,POINT (445607 86733)
ZOS_NV_PNT_JAME.5804,40012,,Željnske Jame,"Jama stalni ponor, Jamski sistem",geomorfp,državni,2,491028,57161,POINT (491028.2012 57160.7927999999)
ZOS_NV_PNT_JAME.5808,40016,,Jama za Bukovim vrhom,Poševno ali stopnjasto brezno,geomorfp,državni,2,444558,87358,POINT (444558 87358)
ZOS_NV_PNT_JAME.5809,40017,,Podpeška jama,Jama s stalnim tokom,geomorfp,državni,2,475641,77760,POINT (475641 77760)
ZOS_NV_PNT_JAME.5810,40018,,Jama nad Jamo pri gnezdu,Brezno,geomorfp,državni,3,443487,89058,POINT (443487 89058)
ZOS_NV_PNT_JAME.5812,40020,,Mala Željnska jama,"Jama stalni ponor, Jama stalni izvir",geomorfp,državni,3,490716,57181,POINT (490716 57181)
ZOS_NV_PNT_JAME.5814,40022,,Zakrita jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,445129,87487,POINT (445128.5923 87486.6506999992)
ZOS_NV_PNT_JAME.5815,40023,,Jerinovec,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,445231,86847,POINT (445231 86847)
ZOS_NV_PNT_JAME.5818,40026,,Jelenska jama,Jama stalni izvir,geomorfp,državni,3,450006,86661,POINT (450005.6508 86660.5331999995)
ZOS_NV_PNT_JAME.5821,40029,,Svinjska jama pri Vrhniki,Vodokazno brezno,geomorfp,državni,3,444829,91327,POINT (444828.6813 91326.6885000002)
ZOS_NV_PNT_JAME.5822,40030,,Kevdrc na Tolstem vrhu,"Spodmol, kevdrc",geomorfp,državni,3,444909,85407,POINT (444908.5506 85406.6041000001)
ZOS_NV_PNT_JAME.5823,40031,,Brezno pri Slemenski poti,Brezno,geomorfp,državni,3,444829,86217,POINT (444828.5635 86216.6267000008)
ZOS_NV_PNT_JAME.5824,40032,,Tonikovo brezno,"Spodmol, kevdrc",geomorfp,državni,2,443029,90790,POINT (443029 90790)
ZOS_NV_PNT_JAME.5827,40035,,Babja luknja,Jama stalni izvir,geomorfp,državni,2,453009,110677,POINT (453009.227 110676.7543)
ZOS_NV_PNT_JAME.5828,40036,,Brezno pri Leskovi dolini,Brezno,geomorfp,državni,3,442289,89327,POINT (442288.5801 89326.7445)
ZOS_NV_PNT_JAME.5829,40037,,Jama v udorni dolini,"Spodmol, kevdrc",geomorfp,državni,3,441889,89491,POINT (441889 89491)
ZOS_NV_PNT_JAME.5830,40038,,Brezno 1 v Špeharjevem talu,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,441989,88557,POINT (441988.5531 88556.7520000003)
ZOS_NV_PNT_JAME.5833,40041,,Turkova jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,2,439374,92465,POINT (439374 92465)
ZOS_NV_PNT_JAME.5835,40043,,Buhovo brezno,Brezno,geomorfp,državni,3,445421,92393,POINT (445420.7201 92392.6798999999)
ZOS_NV_PNT_JAME.5836,40044,,Jama v Bukovju,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,448321,97001,POINT (448320.9011 97000.6678999998)
ZOS_NV_PNT_JAME.5839,40047,,Brezen na Filipcovem griču,Brezno,geomorfp,državni,3,431318,86592,POINT (431318.371 86591.7576000001)
ZOS_NV_PNT_JAME.5842,40050,,Pečkajevo brezno,Brezno,geomorfp,državni,3,444119,89107,POINT (444118.6063 89106.7062999997)
ZOS_NV_PNT_JAME.5844,40052,,Mačkovica,Vodoravna jama,geomorfp,državni,2,443380,80158,POINT (443380 80158)
ZOS_NV_PNT_JAME.5847,40055,,Jama pri Hudem,Brezno,geomorfp,državni,3,483079,89576,POINT (483078.9594 89575.7605000008)
ZOS_NV_PNT_JAME.5848,40056,,Žvenketulja,Brezno,geomorfp,državni,3,483619,91536,POINT (483619.0227 91535.7725000009)
ZOS_NV_PNT_JAME.5855,40063,,Kevderc pod Snežnim gričem,"Spodmol, kevdrc",geomorfp,državni,3,442549,90447,POINT (442548.6161 90446.7376000006)
ZOS_NV_PNT_JAME.5858,40066,,Jama pri Vrtači,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,460731,68843,POINT (460731.3944 68842.9494000003)
ZOS_NV_PNT_JAME.5861,40069,,Matjaževa jama,Vodoravna jama,geomorfp,državni,2,457710,110907,POINT (457710 110907)
ZOS_NV_PNT_JAME.5863,40071,,Podskokarjeva jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,443529,125187,POINT (443529.3997 125187.222100001)
ZOS_NV_PNT_JAME.5865,40073,,Jama ob poti pri Korčku,Brezno,geomorfp,državni,3,431068,87607,POINT (431068.403 87606.7941999994)
ZOS_NV_PNT_JAME.5867,40075,,Velika Pasica,Vodoravna jama,geomorfp,državni,2,460681,86666,POINT (460680.7469 86666.3202)
ZOS_NV_PNT_JAME.5873,40081,,Brezno v Čempnuhovem talu,Brezno,geomorfp,državni,3,446719,88077,POINT (446718.6345 88076.6230999995)
ZOS_NV_PNT_JAME.8267,42475,,Jama na Presadnikih,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,433953,67536,POINT (433953.1263 67536.3655999992)
ZOS_NV_PNT_JAME.8271,42479,,Čukovo brezno,Brezno,geomorfp,državni,3,423729,91090,POINT (423729 91090)
ZOS_NV_PNT_JAME.8283,42491,,Brezno na Pevcu,Brezno,geomorfp,državni,3,424583,92832,POINT (424583 92832)
ZOS_NV_PNT_JAME.8291,42499,,Grogovo brezno,Brezno,geomorfp,državni,3,425578,92137,POINT (425578.4585 92136.9462000001)
ZOS_NV_PNT_JAME.5987,40195,,Ovčje brezno,Brezno,geomorfp,državni,3,440124,83312,POINT (440124.4449 83311.6370999999)
ZOS_NV_PNT_JAME.5989,40197,,Kunčeva jama 2,Brezno,geomorfp,državni,3,439928,83287,POINT (439928.4417 83286.6395999994)
ZOS_NV_PNT_JAME.5991,40199,,Šolska jama,Brezno,geomorfp,državni,3,440713,83475,POINT (440713.455 83474.6324000005)
ZOS_NV_PNT_JAME.5995,40203,,Brezno 1 v Lanskem vrhu,Brezno,geomorfp,državni,3,441300,82853,POINT (441300 82853)
ZOS_NV_PNT_JAME.5998,40206,,Štrausova jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,440713,82639,POINT (440713 82639)
ZOS_NV_PNT_JAME.6000,40208,,Jama 2 v Starem koniku,"Poševno ali stopnjasto brezno, Jamski sistem",geomorfp,državni,3,441887,82063,POINT (441887 82063)
ZOS_NV_PNT_JAME.6001,40209,,Odkopano brezno,Brezno,geomorfp,državni,3,441528,82005,POINT (441528 82005)
ZOS_NV_PNT_JAME.6004,40212,,Brezno 2 pri Skedneni jami,Brezno,geomorfp,državni,3,441142,81920,POINT (441142 81920)
ZOS_NV_PNT_JAME.6005,40213,,Brezno v Tratnikovem koniku,Poševno ali stopnjasto brezno,geomorfp,državni,3,441493,82471,POINT (441493.453 82470.5848999992)
ZOS_NV_PNT_JAME.6008,40216,,Potokarjevo brezno,Brezno,geomorfp,državni,3,462887,89202,POINT (462887 89202)
ZOS_NV_PNT_JAME.6014,40222,,Jama 2 Pod stenami,Jama občasni ponor,geomorfp,državni,3,441208,81697,POINT (441208 81697)
ZOS_NV_PNT_JAME.6018,40226,,Brezno 2 v Hrvatih,Poševno ali stopnjasto brezno,geomorfp,državni,3,442324,82456,POINT (442324 82456)
ZOS_NV_PNT_JAME.6021,40229,,Jama 3 v oddelku 22,"Spodmol, kevdrc",geomorfp,državni,3,445592,82186,POINT (445592 82186)
ZOS_NV_PNT_JAME.6025,40233,,Jama pri Laški kukavi,Poševno ali stopnjasto brezno,geomorfp,državni,3,443941,82892,POINT (443941 82892)
ZOS_NV_PNT_JAME.6026,40234,,Turkovo brezno,"Jama z breznom in etažami, poševna jama",geomorfp,državni,2,440911,126387,POINT (440911 126387)
ZOS_NV_PNT_JAME.6032,40240,,Štinetova jama,Vodoravna jama,geomorfp,državni,3,446385,116603,POINT (446385 116603)
ZOS_NV_PNT_JAME.6033,40241,,Skedenca,Vodoravna jama,geomorfp,državni,3,469562,66278,POINT (469562 66278)
ZOS_NV_PNT_JAME.6037,40245,,Jama pri koti 498,Brezno,geomorfp,državni,3,441539,82103,POINT (441539 82103)
ZOS_NV_PNT_JAME.6040,40248,,Riba jama,"Poševno ali stopnjasto brezno, Jamski sistem",geomorfp,državni,3,444800,83124,POINT (444799.5072 83123.5494999997)
ZOS_NV_PNT_JAME.6041,40249,,Brezno v oddelku 17-d,Brezno,geomorfp,državni,3,444724,82223,POINT (444723.4963 82222.5197000001)
ZOS_NV_PNT_JAME.6211,40419,,Opatova pečina,Vodoravna jama,geomorfp,državni,3,412424,62055,POINT (412424 62055)
ZOS_NV_PNT_JAME.6212,40420,,Jama v Griči,Poševno ali stopnjasto brezno,geomorfp,državni,3,498799,73353,POINT (498799 73353)
ZOS_NV_PNT_JAME.6215,40423,,Prepad na Srobotniku,Brezno,geomorfp,državni,3,503669,72422,POINT (503669 72422)
ZOS_NV_PNT_JAME.6219,40427,,Zvijalka pri Klopcah,Vodoravna jama,geomorfp,državni,3,495072,72498,POINT (495072 72498)
ZOS_NV_PNT_JAME.6220,40428,,Vovčičkova jama,Brezno,geomorfp,državni,3,494460,71785,POINT (494460 71785)
ZOS_NV_PNT_JAME.6222,40430,,Jama pod Skalo,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,497311,72216,POINT (497311 72216)
ZOS_NV_PNT_JAME.6224,40432,,Pasja jama,Brezno,geomorfp,državni,3,497405,71927,POINT (497405 71927)
ZOS_NV_PNT_JAME.6225,40433,,Jama na Preseki,Brezno,geomorfp,državni,3,497540,71689,POINT (497539.6499 71689.2860000003)
ZOS_NV_PNT_JAME.6226,40434,,Jama 1 pod Dednim vrhom,Poševno ali stopnjasto brezno,geomorfp,državni,3,497216,71108,POINT (497215.6308 71108.2884999998)
ZOS_NV_PNT_JAME.6229,40437,,Jama 4 pod Dednim vrhom,Brezno,geomorfp,državni,3,497379,70835,POINT (497378.6239 70835.2858000007)
ZOS_NV_PNT_JAME.6233,40441,,Jama pod Sv. Primožem,Brezno,geomorfp,državni,3,495846,73210,POINT (495846 73210)
ZOS_NV_PNT_JAME.6234,40442,,Ambroževa jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,491732,74888,POINT (491732 74888)
ZOS_NV_PNT_JAME.6235,40443,,Farjevka,Poševno ali stopnjasto brezno,geomorfp,državni,3,490579,75010,POINT (490578.6547 75010.3773999996)
ZOS_NV_PNT_JAME.6149,40357,,Zijalka nad Podblico,"Spodmol, kevdrc",geomorfp,državni,3,438329,124737,POINT (438329.2603 124737.326099999)
ZOS_NV_PNT_JAME.6153,40361,,Velika Strašca,Poševno ali stopnjasto brezno,geomorfp,državni,3,507121,75442,POINT (507121 75442)
ZOS_NV_PNT_JAME.6154,40362,,Godobolska jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,2,437373,91843,POINT (437372.5894 91842.7982999999)
ZOS_NV_PNT_JAME.6156,40364,,Jama pri Globokem potoku,Vodoravna jama,geomorfp,državni,3,452849,110567,POINT (452849.224 110566.7557)
ZOS_NV_PNT_JAME.6157,40365,,Jelenca jama,"Spodmol, kevdrc",geomorfp,državni,3,454749,105917,POINT (454749.1553 105916.6679)
ZOS_NV_PNT_JAME.6158,40366,,Jama 1 v Jurcetovih Percah,"Spodmol, kevdrc",geomorfp,državni,3,455229,106837,POINT (455229.1711 106836.659499999)
ZOS_NV_PNT_JAME.6162,40370,,Kevderc pri Krvavi Peči,Vodoravna jama,geomorfp,državni,3,462209,78771,POINT (462208.617 78771.1264999993)
ZOS_NV_PNT_JAME.6164,40372,,Velika jama,"Spodmol, kevdrc",geomorfp,državni,3,462209,111067,POINT (462209.3066 111066.565199999)
ZOS_NV_PNT_JAME.6165,40373,,Jama južno od Žirov,"Spodmol, kevdrc",geomorfp,državni,3,430419,99927,POINT (430418.6556 99926.9630999994)
ZOS_NV_PNT_JAME.6169,40377,,Jurjeva jama pri Sežani,Brezno,geomorfp,državni,3,412378,61407,POINT (412377.6264 61406.5877999999)
ZOS_NV_PNT_JAME.6171,40379,,Jama v Strašilu,Jama z občasnim tokom,geomorfp,državni,3,413469,133332,POINT (413469 133332)
ZOS_NV_PNT_JAME.6173,40381,,Jama v Činkojci,Brezno s snegom,geomorfp,državni,3,409079,129888,POINT (409078.6638 129888.018100001)
ZOS_NV_PNT_JAME.6175,40383,,Jama pri gozdarski koči na Opatovi gori,"Spodmol, kevdrc",geomorfp,državni,3,533035,74913,POINT (533035 74913)
ZOS_NV_PNT_JAME.6184,40392,,Melinca jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,453308,104546,POINT (453308 104546)
ZOS_NV_PNT_JAME.6190,40398,,Mulcova jama,Jama z občasnim tokom,geomorfp,državni,3,495553,48258,POINT (495553 48258)
ZOS_NV_PNT_JAME.6191,40399,,Pečuje,"Spodmol, kevdrc",geomorfp,državni,3,479329,99086,POINT (479329.1009 99086.0384999998)
ZOS_NV_PNT_JAME.6199,40407,,Jama pri Krhnjevci,Brezno,geomorfp,državni,3,410718,62142,POINT (410717.6003 62141.6234000009)
ZOS_NV_PNT_JAME.6200,40408,,Jama 1 pri Konfini,Brezno,geomorfp,državni,3,410798,62217,POINT (410797.6019 62216.6230999995)
ZOS_NV_PNT_JAME.6202,40410,,Spodnja Klevevška jama,Jama s stalnim tokom,geomorfp,državni,2,518084,85226,POINT (518084 85226)
ZOS_NV_PNT_JAME.6206,40414,,Pretnarjeva prepad,Poševno ali stopnjasto brezno,geomorfp,državni,3,425629,135488,POINT (425629.2686 135487.8177)
